word,ipa,cv,cv_2,freq
নিরামিষ,n i . r a . m i ʃ,cv.cv.cvc,cv.cv.cvc,1
মাস্টার্স,m a s . t a r s,cvc.cvcc,cvc.cvcc,1
গৃহিণী,g r i . h i . n i,ccv.cv.cv,ccv.cv.cv,1
পঁয়ত্রিশ,p ɔ̃ ʲ . o t̪ . t̪ r i ʃ,cvc.vc.ccvc,cvc.vc.ccvc,1
রিলাক্সেশনের,r i . l a k . s e . ʃ ɔ . n e r,cv.cvc.cv.cv.cvc,cv.cvc.cv.cv.cvc,1
ডিভানে,d i . bʰ a . n e,cv.cv.cv,cv.cv.cv,1
শরীরটা,ʃ o . r i r . t a,cv.cvc.cv,cv.cvc.cv,1
ভেবেছিলাম,bʰ e . b e . cʰ i . l a m,cv.cv.cv.cvc,cv.cv.cv.cvc,1
ম্যাসেঞ্জারে,m æ . s e n . ɟ a . r e,cv.cvc.cv.cv,cv.cvc.cv.cv,1
ম্যাসেজের,m æ . s e . ɟ e r,cv.cv.cvc,cv.cv.cvc,1
নোটিফিকেশন,n o . t i . pʰ i . k e . ʃ ɔ n,cv.cv.cv.cv.cvc,cv.cv.cv.cv.cvc,1
অজান্তেই,ɔ . ɟ a n . t̪ e i̯,v.cvc.cvv,v.cvc.cv,1
ঠোঁটে,tʰ õ . t e,cv.cv,cv.cv,1
বিদ্রুপের,b i d̪ . r u . p e r,cvc.cv.cvc,cvc.cv.cvc,1
মহালয়াতেও,m ɔ . h a . l ɔ . ʲ a . t̪ e o̯,cv.cv.cv.cv.cvv,cv.cv.cv.cv.cv,1
বাঙালিদের,b a . ŋ a . l i . d̪ e r,cv.cv.cv.cvc,cv.cv.cv.cvc,1
ফেব্রুয়ারিতে,pʰ e b . b r u . ʷ a . r i . t̪ e,cvc.ccv.cv.cv.cv,cvc.ccv.cv.cv.cv,1
বারোটা,b a . r o . t a,cv.cv.cv,cv.cv.cv,1
পরিচিতদেরকে,p o . r i . c i . t̪ o . d̪ e r . k e,cv.cv.cv.cv.cvc.cv,cv.cv.cv.cv.cvc.cv,1
লেখা,l e . kʰ a,cv.cv,cv.cv,1
ম্যাসেজ,m æ . s e ɟ,cv.cvc,cv.cvc,1
পাঠাতে,p a . tʰ a . t̪ e,cv.cv.cv,cv.cv.cv,1
বিষয়ই,b i . ʃ ɔ ʲ . i,cv.cvc.v,cv.cvc.v,1
যাহোক,ɟ a . h o k,cv.cvc,cv.cvc,1
হিন্দু,h i n . d̪ u,cvc.cv,cvc.cv,1
মুসলিম,m u s . l i m,cvc.cvc,cvc.cvc,1
স্টোরি,s t o . r i,ccv.cv,ccv.cv,1
হিন্দুরা,h i n . d̪ u . r a,cvc.cv.cv,cvc.cv.cv,1
স্কেল,s k e l,ccvc,ccvc,1
দূর্গার,d̪ u r . g a r,cvc.cvc,cvc.cvc,1
আলতা,a l . t̪ a,vc.cv,vc.cv,1
পরা,p ɔ . r a,cv.cv,cv.cv,1
দেবীরূপের,d̪ e . b i . r u . p e r,cv.cv.cv.cvc,cv.cv.cv.cvc,1
বয়ানবাজি,b ɔ ʲ . a n . b a . ɟ i,cvc.vc.cv.cv,cvc.vc.cv.cv,1
ব্যথায়,b æ . t̪ʰ a ʲ,cv.cvc,cv.cvc,1
দূর্গা,d̪ u r . g a,cvc.cv,cvc.cv,1
পূজার,p u . ɟ a r,cv.cvc,cv.cvc,1
জেনেই,ɟ e . n e i̯,cv.cvv,cv.cv,1
ভাসানো,bʰ a . ʃ a . n o,cv.cv.cv,cv.cv.cv,1
ছাব্বিশশে,cʰ a b . b i ʃ . ʃ e,cvc.cvc.cv,cvc.cvc.cv,1
মার্চ,m a r c,cvcc,cvcc,1
ষোলোই,ʃ o . l o i̯,cv.cvv,cv.cv,1
ডিসেম্বর,d i . s e m . b ɔ r,cv.cvc.cvc,cv.cvc.cvc,1
পনেরোই,p o . n e . r o i̯,cv.cv.cvv,cv.cv.cv,1
আগস্ট,a . g o s t,v.cvcc,v.cvcc,1
শুদ্ধভাবে,ʃ u d̪ . d̪ʰ o . bʰ a . b e,cvc.cv.cv.cv,cvc.cv.cv.cv,1
জীবনানন্দ,ɟ i . b o . n a . n o n . d̪ o,cv.cv.cv.cvc.cv,cv.cv.cv.cvc.cv,1
বিভূতিভূষণ,b i . bʰ u . t̪ i . bʰ u . ʃ o n,cv.cv.cv.cv.cvc,cv.cv.cv.cv.cvc,1
তারাশংকর,t̪ a . r a . ʃ ɔ ŋ . k o r,cv.cv.cvc.cvc,cv.cv.cvc.cvc,1
বিষ্ণু,b i ʃ . n u,cvc.cv,cvc.cv,1
দে,d̪ e,cv,cv,1
জসীমউদ্দীন,ɟ o . ʃ i m . u d̪ . d̪ i n,cv.cvc.vc.cvc,cv.cvc.vc.cvc,1
সেলিম,s e . l i m,cv.cvc,cv.cvc,1
আল,a l,vc,vc,1
দীন,d̪ i n,cvc,cvc,1
হুমায়ুন,h u . m a . ʲ u n,cv.cv.cvc,cv.cv.cvc,1
আজাদ,a . ɟ a d̪,v.cvc,v.cvc,1
প্রমূখকে,p r o . m u . kʰ o . k e,ccv.cv.cv.cv,ccv.cv.cv.cv,1
শেখায়,ʃ e . kʰ a ʲ,cv.cvc,cv.cvc,1
টিকটক,t i k . t ɔ k,cvc.cvc,cvc.cvc,1
ইনস্টাগ্রামে,i n s . t a . g r a . m e,vcc.cv.ccv.cv,vcc.cv.ccv.cv,1
ইতরামি,i t̪ . r a . m i,vc.cv.cv,vc.cv.cv,1
করতেও,k o r . t̪ e . o,cvc.cv.v,cvc.cv.v,1
দ্বিধাবোধ,d̪ i . d̪ʰ a . b o d̪ʰ,cv.cv.cvc,cv.cv.cvc,1
চালালে,c a . l a . l e,cv.cv.cv,cv.cv.cv,1
এমনই,æ . m o n . i,v.cvc.v,v.cvc.v,1
চালানো,c a . l a . n o,cv.cv.cv,cv.cv.cv,1
বলদের,b ɔ l . d̪ e r,cvc.cvc,cvc.cvc,1
ভাসানোর,bʰ a . ʃ a . n o r,cv.cv.cvc,cv.cv.cvc,1
পক্ষপাতি,p ɔ k . kʰ o . p a . t̪ i,cvc.cv.cv.cv,cvc.cv.cv.cv,1
বন্ধুদের,b o n . d̪ʰ u . d̪ e r,cvc.cv.cvc,cvc.cv.cvc,1
প্রোফাইল,p r o . pʰ a i̯ l,ccv.cvvc,ccv.cvc,1
যেকেউ,ɟ e . k e u̯,cv.cvv,cv.cv,1
প্রতিনিয়ত,p r o . t̪ i . n i . ʲ o . t̪ o,ccv.cv.cv.cv.cv,ccv.cv.cv.cv.cv,1
করিনি,k o . r i . n i,cv.cv.cv,cv.cv.cv,1
হেসেছিলাম,h e . ʃ e . cʰ i . l a m,cv.cv.cv.cvc,cv.cv.cv.cvc,1
বিশিষ্ট,b i . ʃ i ʃ . t o,cv.cvc.cv,cv.cvc.cv,1
ব্যক্তিত্ব,b e k . t̪ i t̪ . t̪ o,cvc.cvc.cv,cvc.cvc.cv,1
বহুলও,b o . h u l . o,cv.cvc.v,cv.cvc.v,1
ঘটবে,gʰ o t . b e,cvc.cv,cvc.cv,1
স্টুপিডিটি,s t u . p i . d i . t i,ccv.cv.cv.cv,ccv.cv.cv.cv,1
অনুভূতিগুলো,o . n u . bʰ u . t̪ i . g u . l o,v.cv.cv.cv.cv.cv,v.cv.cv.cv.cv.cv,1
ট্রেনের,t r e . n e r,ccv.cvc,ccv.cvc,1
টিকিট,t i . k i t,cv.cvc,cv.cvc,1
কাছেই,k a . cʰ e i̯,cv.cvv,cv.cv,1
দেখো,d̪ e . kʰ o,cv.cv,cv.cv,1
ধুর,d̪ʰ u r,cvc,cvc,1
ছাই,cʰ a i̯,cvv,cv,1
একসময়,æ k . ʃ o . m ɔ ʲ,vc.cv.cvc,vc.cv.cvc,1
এরাই,e . r a i̯,v.cvv,v.cv,1
টেস্ট,t e s t,cvcc,cvcc,1
সালে,ʃ a . l e,cv.cv,cv.cv,1
এদেরকে,e . d̪ e r . k e,v.cvc.cv,v.cvc.cv,1
করেছি,k o . r e . cʰ i,cv.cv.cv,cv.cv.cv,1
নিব,n i . b o,cv.cv,cv.cv,1
বিশ্বকাপ,b i ʃ . ʃ o . k a p,cvc.cv.cvc,cvc.cv.cvc,1
ছিলে,cʰ i . l e,cv.cv,cv.cv,1
তাতেই,t̪ a . t̪ e i̯,cv.cvv,cv.cv,1
মাত্রই,m a t̪ . t̪ r o i̯,cvc.ccvv,cvc.ccv,1
এলে,e . l e,v.cv,v.cv,1
করছো,k o r . cʰ o,cvc.cv,cvc.cv,1
ভীড়,bʰ i ɽ,cvc,cvc,1
ট্রেনে,t r e . n e,ccv.cv,ccv.cv,1
উঠব,u tʰ . b o,vc.cv,vc.cv,1
এতবার,æ . t̪ o . b a r,v.cv.cvc,v.cv.cvc,1
পাচ্ছ,p a c . cʰ o,cvc.cv,cvc.cv,1
বহুবার,b o . h u . b a r,cv.cv.cvc,cv.cv.cvc,1
শুনব,ʃ u n . b o,cvc.cv,cvc.cv,1
ফ্ল্যাটে,pʰ l æ . t e,ccv.cv,ccv.cv,1
ওঠার,o . tʰ a r,v.cvc,v.cvc,1
আনন্দে,a . n o n . d̪ e,v.cvc.cv,v.cvc.cv,1
পারছে,p a r . cʰ e,cvc.cv,cvc.cv,1
মরা,m ɔ . r a,cv.cv,cv.cv,1
মেয়েটার,m e . ʲ e . t a r,cv.cv.cvc,cv.cv.cvc,1
হার্ট,h a r t,cvcc,cvcc,1
অ্যাটাক,æ . t a k,v.cvc,v.cvc,1
বাঁচিয়ে,b ã . c i . ʲ e,cv.cv.cv,cv.cv.cv,1
প্রকৃষ্ঠ,p r o . k r i ʃ . tʰ o,ccv.ccvc.cv,ccv.ccvc.cv,1
উপকূলবাসী,u . p o . k u l . b a . ʃ i,v.cv.cvc.cv.cv,v.cv.cvc.cv.cv,1
মানুষগুলো,m a . n u ʃ . g u . l o,cv.cvc.cv.cv,cv.cvc.cv.cv,1
উপকূলীয়,u . p o . k u . l i . ʲ o,v.cv.cv.cv.cv,v.cv.cv.cv.cv,1
ভোলার,bʰ o . l a r,cv.cvc,cv.cvc,1
বাসিন্দা,b a . ʃ i n . d̪ a,cv.cvc.cv,cv.cvc.cv,1
এইট,e i̯ t,vvc,vc,1
অবধি,ɔ . b o . d̪ʰ i,v.cv.cv,v.cv.cv,1
পড়ার,p ɔ . ɽ a r,cv.cvc,cv.cvc,1
সু্যোগ,ʃ u o g,cvvc,cvc,1
পারত,p a r . t̪ o,cvc.cv,cvc.cv,1
জীবিকার,ɟ i . b i . k a r,cv.cv.cvc,cv.cv.cvc,1
টানে,t a . n e,cv.cv,cv.cv,1
যেকোনো,ɟ e . k o . n o,cv.cv.cv,cv.cv.cv,1
সৈকতে,ʃ o i̯ . k ɔ . t̪ e,cvv.cv.cv,cv.cv.cv,1
মানুষকেও,m a . n u ʃ . k e . o,cv.cvc.cv.v,cv.cvc.cv.v,1
শঙ্কিত,ʃ o ŋ . k i . t̪ o,cvc.cv.cv,cvc.cv.cv,1
নৌকায়,n o u̯ . k a ʲ,cvv.cvc,cv.cvc,1
ঘাঁটি,gʰ ã . t i,cv.cv,cv.cv,1
গাড়ে,g a . ɽ e,cv.cv,cv.cv,1
গভীর,g o . bʰ i r,cv.cvc,cv.cvc,1
মোকাবিলা,m o . k a . b i . l a,cv.cv.cv.cv,cv.cv.cv.cv,1
ঝড়,ɟʰ ɔ ɽ,cvc,cvc,1
জলোচ্ছ্বাস,ɟ ɔ . l o c . cʰ a ʃ,cv.cvc.cvc,cv.cvc.cvc,1
সুনামি,s u . n a . m i,cv.cv.cv,cv.cv.cv,1
টর্নেডোর,t ɔ r . n e . d o r,cvc.cv.cvc,cvc.cv.cvc,1
দুর্যোগের,d̪ u r . ɟ o . g e r,cvc.cv.cvc,cvc.cv.cvc,1
প্রতিবছর,p r o . t̪ i . b ɔ . cʰ o r,ccv.cv.cv.cvc,ccv.cv.cv.cvc,1
অসংখ্য,ɔ . ʃ ɔ ŋ . kʰ o,v.cvc.cv,v.cvc.cv,1
জেলের,ɟ e . l e r,cv.cvc,cv.cvc,1
খ্যাতনামা,kʰ æ . t̪ o . n a . m a,cv.cv.cv.cv,cv.cv.cv.cv,1
পত্রিকার,p o t̪ . t̪ r i . k a r,cvc.ccv.cvc,cvc.ccv.cvc,1
ফ্রন্ট,pʰ r ɔ n t,ccvcc,ccvcc,1
পেইজে,p e i̯ . ɟ e,cvv.cv,cv.cv,1
লেখালেখিও,l e . kʰ a . l e . kʰ i . o,cv.cv.cv.cv.v,cv.cv.cv.cv.v,1
রয়ে,r o . ʲ e,cv.cv,cv.cv,1
গুনতির,g u . n o . t̪ i r,cv.cv.cvc,cv.cv.cvc,1
নিরপেক্ষভাবে,n i . r o . p e k . kʰ o . bʰ a . b e,cv.cv.cvc.cv.cv.cv,cv.cv.cvc.cv.cv.cv,1
দুর্দশার,d̪ u r . d̪ ɔ . ʃ a r,cvc.cv.cvc,cvc.cv.cvc,1
প্রশাসনই,p r o . ʃ a . ʃ o n . i,ccv.cv.cvc.v,ccv.cv.cvc.v,1
দায়ী,d̪ a . ʲ i,cv.cv,cv.cv,1
শিক্ষার,ʃ i k . kʰ a r,cvc.cvc,cvc.cvc,1
প্রসার,p r o . ʃ a r,ccv.cvc,ccv.cvc,1
ঘটানোর,gʰ ɔ . t a . n o r,cv.cv.cvc,cv.cv.cvc,1
উদ্যোগ,u d̪ . d̪ o g,vc.cvc,vc.cvc,1
প্রস্তাবনা,p r o s . t̪ a . b o . n a,ccvc.cv.cv.cv,ccvc.cv.cv.cv,1
এমনকি,æ . m o n . k i,v.cvc.cv,v.cvc.cv,1
উপকূলবাসীর,u . p o . k u l . b a . ʃ i r,v.cv.cvc.cv.cvc,v.cv.cvc.cv.cvc,1
পুনর্বাসন,p u . n o r b . b a . ʃ o n,cv.cvcc.cv.cvc,cv.cvcc.cv.cvc,1
প্রকল্প,p r o . k ɔ l . p o,ccv.cvc.cv,ccv.cvc.cv,1
হিশেবে,h i . ʃ e . b e,cv.cv.cv,cv.cv.cv,1
পাকাবাড়ি,p a . k a . b a . r i,cv.cv.cv.cv,cv.cv.cv.cv,1
একমাসের,æ k . m a . ʃ e r,vc.cv.cvc,vc.cv.cvc,1
সুবিধাবঞ্চিত,ʃ u . b i . d̪ʰ a . b o n . c i . t̪ o,cv.cv.cv.cvc.cv.cv,cv.cv.cv.cvc.cv.cv,1
দেশকে,d̪ e ʃ . k e,cvc.cv,cvc.cv,1
গল্পেই,g ɔ l . p e i̯,cvc.cvv,cvc.cv,1
ছেলেটার,cʰ e . l e . t a r,cv.cv.cvc,cv.cv.cvc,1
পড়াশোনা,p ɔ . ɽ a . ʃ o . n a,cv.cv.cv.cv,cv.cv.cv.cv,1
প্রবল,p r o . b ɔ l,ccv.cvc,ccv.cvc,1
ক্ষুধার,kʰ u . d̪ʰ a r,cv.cvc,cv.cvc,1
তাড়ণা,t̪ a . ɽ o . n a,cv.cv.cv,cv.cv.cv,1
বিমুখ,b i . m u kʰ,cv.cvc,cv.cvc,1
পিতার,p i . t̪ a r,cv.cvc,cv.cvc,1
সলিল,ʃ o . l i l,cv.cvc,cv.cvc,1
সমাধির,ʃ ɔ . m a . d̪ʰ i r,cv.cv.cvc,cv.cv.cvc,1
কৈশোর,k o i̯ . ʃ o r,cvv.cvc,cv.cvc,1
শব্দটি,ʃ ɔ b . d̪ o . t i,cvc.cv.cv,cvc.cv.cv,1
বোন,b o n,cvc,cvc,1
প্যারালাইসড,p æ . r a . l a i̯ s d,cv.cv.cvvcc,cv.cv.cvcc,1
সমুদ্রেই,ʃ o . m u d̪ . d̪ r e i̯,cv.cvc.ccvv,cv.cvc.ccv,1
বাজি,b a . ɟ i,cv.cv,cv.cv,1
চালানোয়,c a . l a . n o ʲ,cv.cv.cvc,cv.cv.cvc,1
চৌকশ,c o u̯ . k ɔ ʃ,cvv.cvc,cv.cvc,1
ঢেউকে,dʰ e u̯ . k e,cvv.cv,cv.cv,1
দুশ্চিন্তা,d̪ u ʃ . c i n . t̪ a,cvc.cvc.cv,cvc.cvc.cv,1
সেও,ʃ e . o,cv.v,cv.v,1
অতলে,ɔ . t̪ ɔ . l e,v.cv.cv,v.cv.cv,1
উত্তরে,u t̪ . t̪ o . r e,vc.cv.cv,vc.cv.cv,1
প্রথমদিকে,p r o . t̪ʰ o m . d̪ i . k e,ccv.cvc.cv.cv,ccv.cvc.cv.cv,1
বাইতে,b a i̯ . t̪ e,cvv.cv,cv.cv,1
পড়ত,p o ɽ . t̪ o,cvc.cv,cvc.cv,1
তারও,t̪ a r . o,cvc.v,cvc.v,1
কাঁদে,k ã . d̪ e,cv.cv,cv.cv,1
বয়সের,b ɔ ʲ . o . ʃ e r,cvc.v.cvc,cvc.v.cvc,1
মানসিকতায়,m a . n o . ʃ i . k ɔ . t̪ a ʲ,cv.cv.cv.cv.cvc,cv.cv.cv.cv.cvc,1
গিয়েছে,g i . ʲ e . cʰ e,cv.cv.cv,cv.cv.cv,1
বাস্তবতার,b a s . t̪ o . b ɔ . t̪ a r,cvc.cv.cv.cvc,cvc.cv.cv.cvc,1
কষাঘাতে,k ɔ . ʃ a . gʰ a . t̪ e,cv.cv.cv.cv,cv.cv.cv.cv,1
নিষ্পেষিত,n i ʃ . p e . ʃ i . t̪ o,cvc.cv.cv.cv,cvc.cv.cv.cv,1
অন্ধের,ɔ n . d̪ʰ e r,vc.cvc,vc.cvc,1
যষ্ঠি,ɟ o ʃ . tʰ i,cvc.cv,cvc.cv,1
ফেলবার,pʰ e l . b a r,cvc.cvc,cvc.cvc,1
জ্যাকেটের,ɟ æ . k e . t e r,cv.cv.cvc,cv.cv.cvc,1
খরচ,kʰ ɔ . r o c,cv.cvc,cv.cvc,1
করাকে,k ɔ . r a . k e,cv.cv.cv,cv.cv.cv,1
মহাজন,m ɔ . h a . ɟ ɔ n,cv.cv.cvc,cv.cv.cvc,1
অপচয়,ɔ . p o . c ɔ ʲ,v.cv.cvc,v.cv.cvc,1
পরিণতিও,p o . r i . n o . t̪ i . o,cv.cv.cv.cv.v,cv.cv.cv.cv.v,1
জ্যাকেট,ɟ æ . k e t,cv.cvc,cv.cvc,1
চেনেও,c e . n e o̯,cv.cvv,cv.cv,1
চিনতও,c i n . t̪ o,cvc.cv,cvc.cv,1
তবু,t̪ o . b u,cv.cv,cv.cv,1
ক্রয়ক্ষমতা,k r ɔ ʲ . kʰ ɔ . m o . t̪ a,ccvc.cv.cv.cv,ccvc.cv.cv.cv,1
বেলার,b æ . l a r,cv.cvc,cv.cvc,1
অভিজ্ঞতাকে,o . bʰ i g . g ɔ̃ . t̪ a . k e,v.cvc.cv.cv.cv,v.cvc.cv.cv.cv,1
বাচ্চাদের,b a c . c a . d̪ e r,cvc.cv.cvc,cvc.cv.cvc,1
সাঁতার,ʃ ã . t̪ a r,cv.cvc,cv.cvc,1
শেখানোর,ʃ e . kʰ a . n o r,cv.cv.cvc,cv.cv.cvc,1
মুরব্বিরা,m u . r o b . b i . r a,cv.cvc.cv.cv,cv.cvc.cv.cv,1
শুকনা,ʃ u k . n a,cvc.cv,cvc.cv,1
ওজনে,o . ɟ o . n e,v.cv.cv,v.cv.cv,1
চারটা,c a r . t a,cvc.cv,cvc.cv,1
পরিমাণ,p o . r i . m a n,cv.cv.cvc,cv.cv.cvc,1
ছোবা,cʰ o . b a,cv.cv,cv.cv,1
মাঝবরাবর,m a ɟʰ . b ɔ . r a . b ɔ r,cvc.cv.cv.cvc,cvc.cv.cv.cvc,1
বাচ্চাটাকে,b a c . c a . t a . k e,cvc.cv.cv.cv,cvc.cv.cv.cv,1
চিৎ,c i t̪,cvc,cvc,1
শুইয়ে,ʃ u i̯ . ʲ e,cvv.cv,cv.cv,1
দিত,d̪ i . t̪ o,cv.cv,cv.cv,1
বাচ্চাটার,b a c . c a . t a r,cvc.cv.cvc,cvc.cv.cvc,1
ডুবে,d u . b e,cv.cv,cv.cv,1
অনেকবার,ɔ . n e k . b a r,v.cvc.cvc,v.cvc.cvc,1
সাঁতারের,ʃ ã . t̪ a . r e r,cv.cv.cvc,cv.cv.cvc,1
ভেলা,bʰ æ . l a,cv.cv,cv.cv,1
বানিয়ে,b a . n i . ʲ e,cv.cv.cv,cv.cv.cv,1
বেড়ানো,b æ . ɽ a . n o,cv.cv.cv,cv.cv.cv,1
প্রথমেই,p r o . t̪ʰ o . m e i̯,ccv.cv.cvv,ccv.cv.cv,1
মেরামত,m e . r a . m ɔ t̪,cv.cv.cvc,cv.cv.cvc,1
নৌকাটাকে,n o u̯ . k a . t a . k e,cvv.cv.cv.cv,cv.cv.cv.cv,1
চওড়া,c ɔ o̯ . ɽ a,cvv.cv,cv.cv,1
পাটাতনের,p a . t a . t̪ ɔ . n e r,cv.cv.cv.cvc,cv.cv.cv.cvc,1
জোড়া,ɟ o . ɽ a,cv.cv,cv.cv,1
গিট,g i t,cvc,cvc,1
কলাগাছ,k ɔ . l a . g a cʰ,cv.cv.cvc,cv.cv.cvc,1
গাংচিলের,g a ŋ . c i . l e r,cvc.cv.cvc,cvc.cv.cvc,1
ওড়া,o . ɽ a,v.cv,v.cv,1
আবওহাওয়ার,a b . o . h a . o ʷ a r,vc.v.cv.vcvc,vc.v.cv.vcvc,1
পূর্বাভাস,p u r . b a . bʰ a ʃ,cvc.cv.cvc,cvc.cv.cvc,1
জানার,ɟ a . n a r,cv.cvc,cv.cvc,1
অভিজ্ঞতাও,o . bʰ i g . g ɔ̃ . t̪ a o̯,v.cvc.cv.cvv,v.cvc.cv.cv,1
অর্জন,ɔ r . ɟ o n,vc.cvc,vc.cvc,1
প্রতিবারের,p r o . t̪ i . b a . r e r,ccv.cv.cv.cvc,ccv.cv.cv.cvc,1
সেদিনও,ʃ e . d̪ i n . o,cv.cvc.v,cv.cvc.v,1
জাল,ɟ a l,cvc,cvc,1
ধরার,d̪ʰ ɔ . r a r,cv.cvc,cv.cvc,1
ট্রলার,t r ɔ . l a r,ccv.cvc,ccv.cvc,1
বাঁধা,b ã . d̪ʰ a,cv.cv,cv.cv,1
পঁচিশখানা,p õ . c i ʃ . kʰ a . n a,cv.cvc.cv.cv,cv.cvc.cv.cv,1
যেগুলো,ɟ e . g u . l o,cv.cv.cv,cv.cv.cv,1
দুটি,d̪ u . t i,cv.cv,cv.cv,1
দূরত্ব,d̪ u . r ɔ t̪ . t̪ o,cv.cvc.cv,cv.cvc.cv,1
চলত,c o l . t̪ o,cvc.cv,cvc.cv,1
আবওহাওয়া,a b . o . h a . o . ʷ a,vc.v.cv.v.cv,vc.v.cv.v.cv,1
অনুকূলেই,o . n u . k u . l e i̯,v.cv.cv.cvv,v.cv.cv.cv,1
পেরিয়ে,p e . r i . ʲ e,cv.cv.cv,cv.cv.cv,1
অন্যদিনের,o n . n o . d̪ i . n e r,vc.cv.cv.cvc,vc.cv.cv.cvc,1
বাতাসও,b a . t̪ a . ʃ o,cv.cv.cv,cv.cv.cv,1
কিছুদূর,k i . cʰ u . d̪ u r,cv.cv.cvc,cv.cv.cvc,1
গাংচিল,g a ŋ . c i l,cvc.cvc,cvc.cvc,1
তারস্বরে,t̪ a . r o ʃ . ʃ ɔ . r e,cv.cvc.cv.cv,cv.cvc.cv.cv,1
উড়ে,u . ɽ e,v.cv,v.cv,1
আসন্ন,a . ʃ o n . n o,v.cvc.cv,v.cvc.cv,1
আশংকায়,a . ʃ ɔ ŋ . k a ʲ,v.cvc.cvc,v.cvc.cvc,1
এগোতে,e . g o . t̪ e,v.cv.cv,v.cv.cv,1
দক্ষতার,d̪ o k . kʰ o . t̪ a r,cvc.cv.cvc,cvc.cv.cvc,1
জানত,ɟ a n . t̪ o,cvc.cv,cvc.cv,1
কথামতো,k ɔ . t̪ʰ a . m ɔ . t̪ o,cv.cv.cv.cv,cv.cv.cv.cv,1
বাতাসের,b a . t̪ a . ʃ e r,cv.cv.cvc,cv.cv.cvc,1
তীব্রতা,t̪ i b . b r o . t̪ a,cvc.ccv.cv,cvc.ccv.cv,1
বাড়তে,b a ɽ . t̪ e,cvc.cv,cvc.cv,1
উঠছে,u tʰ . cʰ e,vc.cv,vc.cv,1
কূলের,k u . l e r,cv.cvc,cv.cvc,1
পৌঁছানোর,p õ u̯ . cʰ a . n o r,cvv.cv.cvc,cv.cv.cvc,1
দমকা,d̪ ɔ m . k a,cvc.cv,cvc.cv,1
ঢেউয়ের,dʰ e u̯ . ʲ e r,cvv.cvc,cv.cvc,1
প্রচণ্ডতা,p r o . c ɔ n . d o . t̪ a,ccv.cvc.cv.cv,ccv.cvc.cv.cv,1
কাছেও,k a . cʰ e o̯,cv.cvv,cv.cv,1
সম্বলগুলো,ʃ ɔ m . b o l . g u . l o,cvc.cvc.cv.cv,cvc.cvc.cv.cv,1
নির্দেশমতো,n i r . d̪ e ʃ . m ɔ . t̪ o,cvc.cvc.cv.cv,cvc.cvc.cv.cv,1
গামছা,g a m . cʰ a,cvc.cv,cvc.cv,1
কিছুক্ষণের,k i . cʰ u k . kʰ o . n e r,cv.cvc.cv.cvc,cv.cvc.cv.cvc,1
প্রচণ্ড,p r o . c ɔ n . d o,ccv.cvc.cv,ccv.cvc.cv,1
কবলে,k ɔ . b o . l e,cv.cv.cv,cv.cv.cv,1
পরামর্শমতো,p ɔ . r a . m ɔ r . ʃ o . m ɔ . t̪ o,cv.cv.cvc.cv.cv.cv,cv.cv.cvc.cv.cv.cv,1
গেলেও,g e . l e . o,cv.cv.v,cv.cv.v,1
দড়ি,d̪ o . ɽ i,cv.cv,cv.cv,1
ছাড়ল,cʰ a ɽ . l o,cvc.cv,cvc.cv,1
উপকরণগুলো,u . p o . k ɔ . r o n . g u . l o,v.cv.cv.cvc.cv.cv,v.cv.cv.cvc.cv.cv,1
উপকূলবাসীরা,u . p o . k u l . b a . ʃ i . r a,v.cv.cvc.cv.cv.cv,v.cv.cvc.cv.cv.cv,1
সমুদ্রকে,ʃ o . m u d̪ . d̪ r o . k e,cv.cvc.ccv.cv,cv.cvc.ccv.cv,1
মাতৃরূপে,m a t̪ . t̪ r i . r u . p e,cvc.ccv.cv.cv,cvc.ccv.cv.cv,1
মৃত্যুর,m r i t̪ . t̪ u r,ccvc.cvc,ccvc.cvc,1
বিশ্বাসই,b i ʃ . ʃ a ʃ . i,cvc.cvc.v,cvc.cvc.v,1
জুগিয়েছিল,ɟ u . g i . e . cʰ i . l o,cv.cv.v.cv.cv,cv.cv.v.cv.cv,1
দুর্যোগ,d̪ u r . ɟ o g,cvc.cvc,cvc.cvc,1
কবলিত,k ɔ . b o . l i . t̪ o,cv.cv.cv.cv,cv.cv.cv.cv,1
বিশ্বাসের,b i ʃ . ʃ a . ʃ e r,cvc.cv.cvc,cvc.cv.cvc,1
ধরেছিল,d̪ʰ o . r e . cʰ i . l o,cv.cv.cv.cv,cv.cv.cv.cv,1
সাহসী,ʃ a . h o . ʃ i,cv.cv.cv,cv.cv.cv,1
উদ্ধার,u d̪ . d̪ʰ a r,vc.cvc,vc.cvc,1
দুইটা,d̪ u i̯ . t a,cvv.cv,cv.cv,1
কর্কশিটের,k ɔ r . k o . ʃ i . t e r,cvc.cv.cv.cvc,cvc.cv.cv.cvc,1
উল্টে,u l . t e,vc.cv,vc.cv,1
নিখোঁজ,n i . kʰ õ ɟ,cv.cvc,cv.cvc,1
উদ্ধারের,u d̪ . d̪ʰ a . r e r,vc.cv.cvc,vc.cv.cvc,1
রাতারাতি,r a . t̪ a . r a . t̪ i,cv.cv.cv.cv,cv.cv.cv.cv,1
পার্টি,p a r t . t i,cvcc.cv,cvcc.cv,1
অফিস,ɔ . pʰ i s,v.cvc,v.cvc,1
সংবর্ধনা,ʃ ɔ ŋ . b ɔ r . d̪ʰ o . n a,cvc.cvc.cv.cv,cvc.cvc.cv.cv,1
