tri_gram,freq,example
লায়,4,"['বাংলায়', 'রামঠেলায়', 'ছেলেবেলায়']"
হাম,2,"['মহামারির', 'মহামারি']"
মাং,2,"['মাংশ', 'মীমাংসা']"
যাত,1,"['যাত্রী', 'যাত্রীবহনকারী', 'থ্যাতলানো']"
চাপ,4,"['চাপিয়ে', 'চুপচাপ', 'চাপ']"
ভাঙ,2,"['ভাঙেনি', 'ভাঙল']"
মাধ্য,1,['মাধ্যমে']
থাম,3,"['কথামতো', 'থামান', 'থামিয়ে']"
পাত,8,"['আপাতদৃষ্টিতে', 'পাতায়', 'হাসপাতাল']"
নাও,3,"['জানাও', 'নাও', 'আলোচনাও']"
মাত,4,"['নামমাত্র', 'মাতৃরূপে', 'মাত্রই']"
খাঁ,6,"['খাঁচা', 'খাঁচার', 'খাঁচায়']"
কাত,4,"['তাকাতে', 'একাত্মতাকেই', 'আটকাতে']"
ঘাট,2,"['উদ্ঘাটন', 'ঘাটতি', 'রাস্তাঘাট']"
যাদ,1,"['মর্যাদা', 'ইত্যাদি', 'যাদের']"
ভাগ্য,3,"['ভাগ্যবতী', 'সৌভাগ্যের', 'ভাগ্য']"
নাল,9,"['জানাল', 'ফাইনাল', 'পার্সোনাল']"
পাঠ,3,"['পাঠিয়েছেন', 'পাঠাতে', 'পাঠাবেন']"
পাব,2,"['পাবলিশড', 'পাব']"
পাচ্ছ,5,"['পাচ্ছেন', 'পাচ্ছি', 'পাচ্ছ']"
বাহ,3,"['যানবাহনও', 'প্রবাহে', 'প্রবাহিত']"
রান্দ,2,"['বারান্দাতেই', 'বারান্দায়']"
কাক,2,"['ঢাকাকে', 'কাকে']"
গাদ,1,['একগাদা']
ডাল,1,['ডাল']
জাজ,1,['মেজাজ']
বাক্য,3,"['নীতিবাক্যে', 'বাক্য', 'বাক্যগঠন']"
দান,8,"['অনুদানের', 'দুর্দান্তই', 'আত্মদান']"
বাম,1,"['স্বামীসহ', 'বাম', 'স্বামীকে']"
কাউ,1,['কাউকে']
হাখ,1,['মহাখুশি']
বাত,4,"['বাতাসও', 'বাতি', 'বাতাস']"
দার,7,"['জমিদার', 'মন্দার', 'দারিদ্র্যর']"
শাস,7,"['প্রশাসন', 'প্রশাসনই', 'আইনশাস্ত্রের']"
ধাপ,1,"['ধাপ্পা', 'ধাপে']"
মাট,4,"['মাটির', 'বোমাটি', 'চশমাটা']"
লাভ,1,['লাভ']
চাত,1,['বাঁচাতে']
চাষ,4,"['চাষিরা', 'চাষি', 'চাষীদের']"
তাস,4,"['তাসের', 'বাতাসও', 'বাতাস']"
পার্জ,2,"['উপার্জন', 'উপার্জনের']"
চাল,7,"['চালাতেন', 'চালান', 'চাল']"
লান,8,"['পেয়েছিলান', 'ম্লান', 'অম্লান']"
খাচ্ছ,1,['খাচ্ছে']
গাই,3,"['লাগাই', 'গাইতে', 'গাইবে']"
শাক,2,"['শাক', 'বন্দিদশাকে']"
ধাত,1,['ধাতস্থ']
যাস,1,"['সন্ন্যাসে', 'উপন্যাস', 'ম্যাসেজ']"
সাই,4,"['সাইমুম', 'সাইকেলের', 'এ্যাসাইনমেন্ট']"
শাল,6,"['বিশালতা', 'স্পেশালভাবে', 'শালিক']"
রাশ,4,"['জলরাশির', 'প্রাতরাশ', 'তারাশংকর']"
পার্ক,1,['পার্ক']
মাণ,2,"['অকালকুষ্মাণ্ড', 'পরিমাণ', 'নির্মাণ']"
কাড,1,['ডাকাডাকিতে']
ড়ান,6,"['জড়ানো', 'বাড়ানো', 'পড়ান']"
দাদ,3,"['দাদা', 'দাদি', 'দাদাবাবু']"
বার্ত,1,['শুভেচ্ছাবার্তা']
তাশ,4,"['হতাশাজনক', 'হতাশই', 'হতাশ']"
রাল,2,"['প্যারালাইসড', 'ভাইরাল']"
পাধ,1,['উপাধি']
কান্ত,3,"['অঘাকান্ত', 'একান্তই', 'ঐকান্তিক']"
য়াব,3,"['খাওয়াব', 'ডায়াবেটিস', 'ভয়াবহ']"
ড়ায়,7,"['দোড়গড়ায়', 'দাঁড়ায়', 'বেড়ায়']"
কার্য,1,['কার্যকর']
ভাষ,2,"['ভাষা', 'ভাষায়']"
ষায়,2,"['রক্ষায়', 'বিশেষায়িত', 'ভাষায়']"
লাই,8,"['লাইভ', 'প্যারালাইসড', 'অনলাইন']"
সাপ,2,"['সাপোর্ট', 'সাপুড়ের']"
চান,2,"['চান', 'বাঁচানোর']"
পাট,2,"['পাটাতনের', 'পাটাতন']"
টাত,2,"['চেষ্টাতেও', 'পাটাতনের', 'পাটাতন']"
যাত্র,4,"['যাত্রী', 'যাত্রীবহনকারী', 'যাত্রায়']"
ছাক,1,['কাছাকাছি']
বাগ,3,"['বাগান', 'বাগদা', 'বাগানে']"
নাগ,3,"['সুনাগরিকের', 'নাগালের', 'গহনাগুলো']"
খাম,2,"['খামার', 'খামারে']"
রায়,8,"['মুষলধারায়', 'দ্বারায়', 'প্রায়ই']"
ঘাব,1,['ঘাবড়ে']
নাহ,2,"['অনাহারে', 'অনাহারী']"
ধান,6,"['সন্ধান', 'ধান', 'সিদ্ধান্ত']"
ফাই,2,"['ফাইনাল', 'প্রোফাইল']"
কাট,12,"['কাটান', 'কাটে', 'কাটা']"
টাই,8,"['মানুষটাই', 'টাইমে', 'এতটাই']"
দাম,6,"['দামে', 'দাম', 'সাদামাঠা']"
চাদ,3,"['চাদরটা', 'চাচাদের', 'চাদরে']"
কাঁ,4,"['কাঁদে', 'কাঁপা', 'কাঁধে']"
টার,10,"['মাস্টার', 'ঘণ্টার', 'ক্রিকেটার']"
ধাক্ক,1,['ধাক্কা']
ডাক্ত,1,['ডাক্তার']
তাড়,5,"['তাড়ণা', 'তাড়াতাড়ি', 'তাড়াহুড়োতে']"
ড়াত,6,"['আওড়াতে', 'দৌড়াতে', 'বাড়াতে']"
সার্ট,1,['সার্টিফিকেট']
নাঘ্র,1,['অনাঘ্রাত']
খাট,3,"['খাট', 'লেখাটা', 'লেখাটি']"
ঢাক,4,"['ঢাকাকে', 'ঢাকা', 'ঢাকায়']"
নাচ,1,['নাচ']
কাঙ্ক্ষ,2,"['কাঙ্ক্ষণীয়', 'আকাঙ্ক্ষা']"
দাস,1,['দাসত্ব']
খাদ্য,1,['খাদ্য']
মাপ,2,"['মাপমতো', 'মাপুন']"
বান,8,"['আহ্বান', 'বিদ্বান', 'নাছোড়বান্দা']"
ভাগ,3,"['ভাগ্যবতী', 'সৌভাগ্যের', 'ভাগ্য']"
রাজ্য,1,['রাজ্যে']
সাজ,2,"['সাজিয়ে', 'সাজাও']"
হাই,1,['হাই']
তাল,4,"['তালিকা', 'হাসপাতাল', 'তালেই']"
ঝাল,3,"['বোঝালো', 'বোঝালেন', 'ঝাঁঝালো']"
লাত,3,"['চালাতেন', 'চালাতে', 'সামলাতে']"
ঘাপ,1,['ঘাপটি']
চাট,1,"['খাঁচাটার', 'বাচ্চাটাকে', 'বাচ্চাটার']"
টাও,6,"['করাটাও', 'টিকিটাও', 'পাখিটাও']"
রাই,6,"['ড্রাইভার', 'হারাইনি', 'ছেলেরাই']"
সাফ,2,"['সাফ', 'সাফল্য']"
কান,8,"['কানকে', 'দোকান', 'নিয়মকানুন']"
ঠাব,1,['পাঠাবেন']
ডার,1,"['অর্ডার', 'ডার্কলি', 'ক্যাডারশিপ']"
হাভ,1,['মহাভোজের']
চাচ্ছ,1,['চাচ্ছে']
শার,5,"['ফিনিশার', 'প্রেশারও', 'হতাশার']"
জাট,1,['দরজাটা']
যাঁ,1,"['অ্যাঁ', 'গ্যাঁজদাঁতে', 'ঢ্যাঁড়শ']"
ভাজ,1,['অভাজন']
কাদ,2,"['কাদের', 'ঠিকাদার']"
ষাঢ়,1,['আষাঢ়']
ভাদ্র,1,['ভাদ্র']
ফাল্গ,1,['ফাল্গুন']
তাছ,1,['তাছাড়া']
নাড়,3,"['নাড়তে', 'নাড়ি', 'নাড়া']"
বাট,2,"['বিশ্ববাটপার', 'বাটপারে']"
নাপ্র,1,['নানাপ্রকার']
গাল,3,"['গালিগালাজ', 'নাগালের']"
লাজ,1,['গালিগালাজ']
সাব,2,"['সাবধানে', 'সাবলীল']"
গার,1,"['অগ্ন্যুদ্গার', 'উদ্গার', 'গার্হস্থ্য']"
ধাব,4,"['সুবিধাবঞ্চিত', 'অনুধাবনমূলক', 'দ্বিধাবোধ']"
মাল,4,"['গোলমাল', 'মেঘমালা', 'মালিশ']"
মাঘ,1,['মাঘ']
ঘাত,3,"['বিশ্বাসঘাতকতা', 'কষাঘাতে', 'কষাঘাত']"
ছার,1,"['ইচ্ছার', 'মুক্তাগাছার']"
শায়,3,"['শায়িত', 'আশায়', 'শায়েস্তা']"
য়াট,3,"['যাওয়াটা', 'নেওয়াটা', 'দেওয়াটা']"
পাপ,1,"['নিষ্পাপ', 'জ্ঞানপাপী']"
বাদ্ন,1,['বরবাদ্নিষেধ']
সাল,3,"['সাল', 'সালোয়ার', 'সালে']"
চাও,1,['বেচাও']
লাও,2,"['জ্বালাও', 'ফলাও']"
বাচ্চ,4,"['বাচ্চার', 'বাচ্চাদের', 'বাচ্চাটাকে']"
শাব,1,['হিশাব']
মাঞ্চ,2,"['রোমাঞ্চকর', 'গ্রামাঞ্চলে']"
ফাল,2,"['ফাল্গুন', 'ফাল', 'ফালতু']"
ঝার,1,['বোঝার']
হা্,1,['আহা্']
নার্গ,1,['নার্গিস']
য়ান,3,"['বয়ানবাজি', 'ভয়ানক', 'রোয়ানু']"
রাহ,1,"['ব্রাহ্মণ', 'অপরাহ্ণের', 'সুরাহা']"
য়াত,2,"['খাওয়াতে', 'মহালয়াতেও']"
সাঁ,5,"['সাঁতরে', 'সাঁতার', 'সাঁতারে']"
মাম,2,"['মামুষের', 'মামলা']"
হাস্য,1,['হাস্যকর']
লাব,1,"['ক্লাবটিতে', 'ক্লাবটির', 'প্লাবিত']"
তাং,1,['শতাংশ']
কাব,4,"['কাবিনের', 'পাকাবাড়ি', 'কাব্যগত']"
বাল,1,"['বালির', 'জ্বালাও', 'জ্বালালাম']"
ছাগ,1,['ছাগল']
ঝাত,1,['বোঝাতে']
য়ায়,4,"['মিডিয়ায়', 'হাওয়ায়', 'যাওয়ায়']"
পাঞ্জ,2,"['পাঞ্জাবির', 'পাঞ্জাবিটা']"
ভাড়,2,"['ভাড়াটিয়া', 'ভাড়ায়']"
ড়াট,2,"['ভাড়াটিয়া', 'চামড়াটাই']"
সাক্ষ,3,"['সাক্ষর', 'সাক্ষ্যি', 'সাক্ষাৎকারটা']"
নাম্ব,1,['নাম্বারটা']
শার্ট,2,"['শার্ট', 'শার্টের']"
কাম,4,"['কামনায়', 'কামান', 'কামানাদি']"
নাথ,2,"['রবীন্দ্রনাথ', 'অনাথ']"
ছাত্র,3,"['ছাত্রী', 'ছাত্রীরা', 'ছাত্রীদের']"
বাঘ,1,['বাঘ']
লান্স,1,['লান্স']
নাব,2,"['নাবিলকে', 'জানাবেন']"
ভায়,2,"['জনসভায়', 'ভায়োলেন্ট']"
পার্স,1,['পার্সোনাল']
গান্ত,1,['ভোগান্তি']
টায়,5,"['ছিটায়', 'ঝাপটায়', 'নয়টায়']"
জাস্ট,1,['জাস্ট']
য়াক্ক,1,['তোয়াক্কা']
লাহ,2,"['আল্লাহ', 'আল্লাহর', 'কোলাহলের']"
শান,2,"['শ্মশানেই', 'শান্ত', 'শান্তির']"
কাড়,1,['নজরকাড়া']
থার,1,['মাথার']
হাও,3,"['আবওহাওয়ার', 'হাওয়ায়', 'আবওহাওয়া']"
পার্ব,1,['পার্বতীর']
ড়াহ,2,"['তাড়াহুড়োতে', 'তাড়াহুড়ো']"
যান্ত্র,1,['যান্ত্রিক']
লাক্স,1,['রিলাক্সেশনের']
ভান,2,"['ডিভানে', 'ভান']"
জান্ত,1,['অজান্তেই']
বাঙ,1,"['সর্বাঙ্গে', 'বাঙ্ময়', 'বাঙালিদের']"
ঙাল,1,['বাঙালিদের']
ঠাত,1,['পাঠাতে']
যাহ,1,['যাহোক']
সান,4,"['ভাসানো', 'সান্ত্বনা', 'হাসান']"
ছাব্ব,1,['ছাব্বিশশে']
মার্চ,1,['মার্চ']
জাদ,2,"['জাদুর', 'আজাদ']"
খায়,1,['শেখায়']
ছাই,1,['ছাই']
ঠার,2,"['উঠার', 'প্রতিষ্ঠার', 'ওঠার']"
হার্ট,1,['হার্ট']
যাট,1,"['অ্যাটাক', 'স্ট্যাটাস', 'ফ্ল্যাটে']"
ড়ার,4,"['পড়ার', 'পাড়ার', 'লেখাপড়ার']"
ঘাঁ,1,['ঘাঁটি']
পাক,2,"['পাকাবাড়ি', 'পাকবে']"
ড়াশ,1,['পড়াশোনা']
মাধ,1,"['মাধ্যমে', 'সমাধির']"
বাস্ত,1,['বাস্তবতার']
ষাঘ,2,"['কষাঘাতে', 'কষাঘাত']"
রাক,1,"['চক্রাকারে', 'করাকে', 'অ্যান্থ্রাক্স']"
রাব,1,['মাঝবরাবর']
গাং,2,"['গাংচিলের', 'গাংচিল']"
জাল,1,"['রেজাল্ট', 'জাল']"
পার্ট,2,"['পার্টি', 'এক্সপার্টের']"
হাব,2,"['মহাবিশ্বে', 'মারহাবা']"
রাজ,4,"['পৃথ্বীরাজ', 'রাজি', 'স্বর্গরাজ']"
নাঘ,1,"['কানাঘুষা', 'অনাঘ্রাত']"
রাট,2,"['করাটাও', 'চারাটা']"
ঘাড়,3,"['ঘাড়ে', 'ঘাড়', 'ঘাড়ের']"
য়াই,1,['বেয়াই']
জাঁ,1,['জাঁকজমক']
য়াও,1,['পাওয়াও']
ডাউ,1,['লকডাউন']
ফার্ম,1,['ফার্মেসি']
গায়,1,['গায়ে']
হাড়,4,"['পাহাড়ের', 'হাড়', 'হাড়ের']"
চাম,1,['চামড়াটাই']
য়াশ,3,"['কুয়াশা', 'ওয়াশ', 'ওয়াশরুমে']"
টার্গ,1,['টার্গেট']
ঝাপ,1,['ঝাপটায়']
কাঠ,1,['কাঠের']
হাউ,1,['হাউমাউ']
মাউ,1,['হাউমাউ']
মাজ,3,"['জায়নামাজে', 'হিন্দুসমাজে', 'নামাজ']"
শাগ্র,1,['দুর্দশাগ্রস্ত']
থাস,1,"['যথাসাধ্য', 'যথাস্থানের']"
সাধ্য,1,['যথাসাধ্য']
নাফ,1,['মুনাফার']
ফার,1,"['ফার্মেসি', 'মুনাফার']"
পাদ,2,"['উপাদেয়', 'উৎপাদন']"
রাও,1,['তারাও']
সাগ্র,1,['সাগ্রহে']
হাপ,1,['মহাপুরুষেরা']
জাত,2,"['জাতের', 'জাতির']"
বাপ,1,['বাপের']
নাস,1,"['নাস্তা', 'গহনাসহই']"
নাছ,1,['নাছোড়বান্দা']
বান্দ,1,['নাছোড়বান্দা']
ড়াচ্ছ,1,['বেড়াচ্ছ']
ভাত,1,['ভাত']
ছাপ,1,['ছাপায়']
চাব,1,['বাঁচাবে']
মান্য,1,['সামান্য']
তাব্দ,2,"['শতাব্দীর', 'শতাব্দী']"
কাহ,2,"['কাহিল', 'কাহিনি']"
নাভ,1,['করোনাভাইরাসের']
রাস,2,"['প্রাসাদ', 'করোনাভাইরাসের', 'ফরাসি']"
পাহ,3,"['পাহাড়ের', 'পাহারাদারের', 'পাহাড়ে']"
সার্থ,1,['সার্থক']
শাজ,1,['হতাশাজনক']
ফাস্ট,1,['ফাস্ট']
লাখ,1,['লাখ']
য়াড়,2,"['খেলোয়াড়', 'খেলোয়াড়ের']"
ড়াই,1,['লড়াইয়ের']
কাগ,3,"['কাগজটা', 'কাগজের', 'কাগজে']"
লাচ্ছ,1,['বুলাচ্ছিলাম']
ঝাঁ,1,['ঝাঁঝালো']
কাস্ট,1,['টেলিকাস্ট']
টাম,1,['আলটিমেটাম']
ফাঁ,2,"['ফাঁপা', 'ফাঁকা']"
চার্জ,1,['চার্জ']
ড়াছ,1,['ছড়াছড়ি']
ড়াও,1,['ছাড়াও']
মাব,1,['মাবুদ']
ণাদ,1,['অনুপ্রেরণাদায়ী']
নার্জ,1,['জ্ঞানার্জন']
ডাস্ট,1,['ডাস্টবিন']
য়াদ,1,['বেয়াদবি']
থাব্য,1,['মাথাব্যাথা']
টাল,1,"['কাটালেন', 'পোর্টালগুলো']"
চাহ,1,['চাহিদা']
শাপ,1,['পাশাপাশি']
গাফ,1,['গাফিলতির']
ঠান,1,"['অনুষ্ঠানের', 'ঠান্ডা', 'প্রতিষ্ঠানের']"
পান্ত,1,['রূপান্তর']
গাট,1,['জায়গাটার']
পাথ,1,['পাথরগুলো']
কার্ন,1,['কার্নিশে']
মান্ত,1,['সামান্তরিক']
মাখ,1,['মাখালেই']
বাগ্ম,1,['বাগ্মিতার']
বাক্প,1,['বাক্পটু']
শাস্ত্র,2,"['আইনশাস্ত্রের', 'শাস্ত্রমতে']"
ণাক,1,['ধারণাকে']
তাব,1,"['শতাব্দীর', 'প্রস্তাবনা', 'প্রস্তাব']"
মাশ,1,['মাশরাফিদের']
রাফ,2,"['মাশরাফিদের', 'রাফি', 'ট্রাফিক']"
কাগ্র,1,"['একাগ্র', 'ঐকাগ্র্য']"
পান্থ,1,['পান্থ']
সান্ধ্য,1,['সান্ধ্য']
ণাল,1,['মন্ত্রণালয়']
কাম্য,1,['কাম্য']
মাহ,1,['মাহীন']
শাহ,1,['আশাহত']
ঢাল,1,['ঢালা']
দার্থ,1,['পদার্থের']
পাস,1,['উপাসনালয়']
য়াস্ত্র,1,['আগ্নেয়াস্ত্র']
কাগ্র্য,1,['ঐকাগ্র্য']
পাঙ্ক্ত,1,['অপাঙ্ক্তেয়']
সাঙ্খ্য,1,['সাঙ্খ্য']
সাং,1,['সাংখ্য']
বাঞ্ছ,2,"['মনোবাঞ্ছা', 'বাঞ্ছনীয়']"
কাট্য,1,['অকাট্য']
তাত্ত্ব,1,['তাত্ত্বিক']
ডায়,1,['ডায়াবেটিস']
পাণ্ড্য,1,['পাণ্ড্য']
সাক্ষ্য,1,['সাক্ষ্যি']
কাৎ,1,['কাৎলা']
ডার্ক,1,['ডার্কলি']
রাধ্ম,1,['উদরাধ্মান']
হান্ড্র,1,['হান্ড্রেড']
যান্থ্র,1,['অ্যান্থ্রাক্স']
পার্শ্ব,2,"['পার্শ্বিক', 'পার্শ্ব']"
কাশ্ম,1,['কাশ্মীরের']
তাগ,1,"['লতাগুল্ম', 'মুক্তাগাছার']"
রাষ্ট্র,1,['রাষ্ট্র']
গার্হ,1,['গার্হস্থ্য']
হাক,1,['প্লীহাকে']
রাহ্ণ,1,['অপরাহ্ণের']
বায়,1,['বায়ু']
শাখ,1,['শাখার']
ষাণ্ম,1,['ষাণ্মাসিক']
বার্ল,1,['বার্লি']
জাম,2,"['জামদগ্ন্য', 'জামাটা']"
ধাপ্প,1,['ধাপ্পা']
রাত্ম্য,1,['দৌরাত্ম্য']
রাঙ,1,"['পরাঙ্মুখ', 'চিত্রাঙ্কন', 'প্রাণরাঙা']"
কাত্ম্য,1,['ঐকাত্ম্য']
কাত্ম,1,"['একাত্মতাকেই', 'ঐকাত্ম্য']"
জাপ,1,['নৈশজাপনই']
রাগ্য,1,['বৈরাগ্য']
লাফ,1,['ফলাফল']
রাং,1,['সুতরাং']
হার্য,1,['অপরিহার্য']
ঠাট্ট,1,['ঠাট্টা']
টাব,1,['ঘটাবেন']
বাদ্য,1,['বাদ্য']
বাল্য,1,['বাল্যকাল']
গাঁ,1,['গাঁয়ে']
রাৃ,1,['তোরাৃ']
ঠাক,1,['ঠাকুর']
জাহ,1,['জাহাঙ্গীরের']
হাঙ্গ,1,['জাহাঙ্গীরের']
কাব্য,1,['কাব্যগত']
থাস্থ,1,['যথাস্থানের']
ঘাক,1,['অঘাকান্ত']
বাঙ্ম,1,['বাঙ্ময়']
যাচ্ঞ,1,['যাচ্ঞা']
জাড্য,1,['জাড্য']
দার্ঢ্য,1,['দার্ঢ্য']
যাজ্ঞ,1,['যাজ্ঞবল্ক্য']
রাঙ্ম,1,['পরাঙ্মুখ']
নিয়,19,"['নিয়ম', 'ছিনিয়ে', 'নিয়ন্ত্রনে']"
দিয়,6,"['দিয়েছে', 'দিয়েছিলেন', 'দিয়ে']"
তিন,6,"['তিনদিন', 'তিন', 'প্রতিনিয়ত']"
কিন্ত,1,['কিন্তু']
কিছ,13,"['কোনোকিছুকে', 'কিছুদূর', 'কিছুরই']"
ছিল,37,"['বলেছিলেন', 'চেয়েছিল', 'দেখেছিল']"
গিয়,7,"['এগিয়ে', 'জুগিয়েছিল', 'লাগিয়ে']"
দিন,25,"['তিনদিন', 'দিনই', 'কোনোদিন']"
ড়ির,4,"['বাড়ির', 'গাড়ির', 'ঘড়ির']"
দিত,3,"['দিতেই', 'দিতে', 'দিত']"
নিজ,5,"['নিজের', 'নিজেদের', 'নিজেরা']"
বিভ,7,"['বিভূতিভূষণ', 'বিভক্ত', 'বিভৎস']"
ভিন্ন,2,"['বিভিন্ন', 'ভিন্ন']"
নিত,10,"['নিতুকে', 'নিতে', 'এমনিতেই']"
দিক,11,"['এদিক', 'দিক', 'ওদিকে']"
রিয়,8,"['প্রাণপ্রিয়', 'ভ্যারিয়েন্টের', 'প্রতিক্রিয়া']"
ভিত,4,"['ভিতরটা', 'ভিতর', 'স্তম্ভিত']"
ড়িয়,9,"['দাঁড়িয়েছে', 'বেড়িয়ে', 'দাঁড়িয়ে']"
দিল,4,"['দিলেন', 'দিল', 'দিলাম']"
রিক,6,"['আন্তরিকতা', 'আন্তরিক', 'স্বার্থকেন্দ্রিক']"
কিয়,3,"['শুকিয়ে', 'ঢুকিয়ে', 'তাকিয়ে']"
ফির,7,"['ফিরতে', 'ফিরছিলাম', 'ফিরত']"
বিয়,4,"['ভাবিয়ে', 'বিয়ের', 'বিয়ে']"
মিষ্ট,1,['মিষ্টি']
ড়িত,2,"['বাড়িতে', 'বাড়িতেও']"
ঠিক,4,"['ঠিক', 'ঠিকাদার', 'ঠিকমতো']"
তিদ,2,"['প্রতিদিন', 'প্রতিদিনই']"
য়িত্ব,2,"['দায়িত্ব', 'দায়িত্বও']"
লিখ,4,"['লিখেছেন', 'লিখুন', 'লিখ']"
ছিয়,1,['গুছিয়ে']
রিন,2,"['স্ক্রিনে', 'করিনি', 'পারিনি']"
নিচ,2,"['নিচু', 'নিচে', 'নিচ্ছে']"
বিছ,3,"['বিছানা', 'বিছানার', 'বিছানায়']"
নিউ,2,"['নিউজ', 'নিউট্রনের']"
মিল,4,"['মিলাদ', 'মিল', 'মিলিয়ে']"
থিব,2,"['পৃথিবীর', 'পৃথিবী']"
মিই,1,['আমিই']
মিয়,3,"['ঘুমিয়েছিস', 'জন্মিয়েছে', 'ঘুমিয়ে']"
মিন,2,"['মিনিট', 'মিনিটের']"
নিট,2,"['মিনিট', 'মিনিটের']"
নিব,3,"['শনিবার', 'নিব', 'নিবেন']"
জিজ্ঞ,1,['জিজ্ঞেস']
পিছ,2,"['পিছলে', 'পিছনে']"
সিট,3,"['হাসিটা', 'সিটি', 'সিটে']"
দিও,2,"['যদিও', 'দিও']"
নির,8,"['নির্দয়', 'নির্দেশে', 'নির্বাচনের']"
টিম,3,"['টিম', 'আলটিমেটাম', 'টিমে']"
বিশ্ব,14,"['বিশ্ববাসীর', 'বিশ্বাসই', 'বিশ্বকাপ']"
কিন,5,"['কিন', 'কিনেননি', 'কিনুন']"
নিষ্প,2,"['নিষ্পাপ', 'নিষ্প্রয়োজন', 'নিষ্পেষিত']"
রিশ্র,1,['পরিশ্রম']
চিত,4,"['উচিত', 'সুবিধাবঞ্চিত', 'বঞ্চিত']"
বিশ্র,1,['বিশ্রাম']
নির্দ,5,"['নির্দয়', 'নির্দেশে', 'নির্দিষ্ট']"
ভিজ,5,"['ভিজতে', 'অভিজ্ঞা', 'ভিজে']"
নিল,2,"['নিল', 'নিলাম']"
রিদ,1,"['দারিদ্র্যর', 'চারিদিকে']"
বিপ,5,"['বিপর্যয়', 'বিপদ', 'বিপদের']"
পিয়,4,"['খেপিয়ে', 'বিশ্বচ্যম্পিয়ন', 'চাপিয়ে']"
খিচ,1,['খিচুড়ি']
ধিক,1,"['অধিকার', 'আধিক্য']"
রিব,11,"['পরিবেশকে', 'পরিবেশ', 'পরিবারে']"
ড়িট,2,"['ঘড়িটা', 'গাড়িটা']"
হিস,1,"['বহিস্ত্বক', 'হিসেবে']"
বিষ,5,"['বিষ্ণু', 'বিষয়', 'বিষয়ে']"
দিদ,3,"['বন্দিদশা', 'দিদি', 'দিদির']"
ফিস,3,"['অফিসে', 'অফিসের', 'অফিস']"
কিশ,3,"['কিশোরের', 'কিশোর', 'কিশোরকে']"
মিড,2,"['মিডিয়ায়', 'মিডিয়া']"
ডিয়,2,"['মিডিয়ায়', 'মিডিয়া']"
রিপ,2,"['রিপোর্ট', 'রিপোর্টাররা']"
সিয়,2,"['ভাসিয়ে', 'রসিয়ে']"
নিশ্চ,6,"['অনিশ্চিত', 'নিশ্চয়তা', 'নিশ্চিত']"
ঠিন,1,['কঠিন']
ড়িক,1,['শাশুড়িকে']
চিন্ত,3,"['চিন্তা', 'দুশ্চিন্তা', 'চিন্তিত']"
নিন,2,"['অনিন্দ্য', 'শুনিনি', 'নিন']"
দিচ্ছ,4,"['দিচ্ছে', 'দিচ্ছিলাম', 'দিচ্ছি']"
বির্ভ,2,"['আবির্ভাব', 'আবির্ভাবের']"
ভিব,1,['অভিবাদন']
লিয়,5,"['বুলিয়ে', 'গুলিয়ে', 'এলিয়ে']"
রিস,2,"['রিসিভ', 'পরিস্থিতিতে', 'করিস']"
শিত,1,['খুশিতে']
লিত,6,"['সংকলিত', 'কবলিত', 'প্রজ্জ্বলিত']"
ঠিয়,1,['পাঠিয়েছেন']
লিশ,3,"['পাবলিশড', 'চল্লিশ', 'মালিশ']"
ভিয,2,"['অভিযুক্ত', 'অভিযোগ']"
মিক,6,"['শ্রমিক', 'শ্রমিকরা', 'ভূমিকা']"
তিট,2,"['প্রতিটি', 'প্রতিটা']"
হিত,2,"['অপিনিহিতি', 'অন্তর্হিত', 'প্রবাহিত']"
বিন,4,"['ডাস্টবিন', 'কাবিনের', 'বিনা']"
নিষ,1,"['নিষ্পাপ', 'নিষ্প্রয়োজন', 'বরবাদ্নিষেধ']"
চিৎ,3,"['চিৎ', 'চিৎকার', 'চিৎকারে']"
খিন,1,['দেখিনি']
মিদ,1,['জমিদার']
তিক,2,"['অর্থনৈতিক', 'প্রতিক্রিয়া', 'দম্পতিকে']"
টির,3,"['পুষ্টির', 'ক্লাবটির', 'মাটির']"
ষির,1,['চাষিরা']
ভিষ,1,['বিভিষিকা']
ষিক,2,"['বিভিষিকা', 'কৃষিকাজই']"
নিশ,2,"['কার্নিশে', 'অনিশ্চিত', 'উনিশ']"
নির্ব,1,['নির্বাচনের']
পিঠ,1,['পিঠ']
বিক,3,"['বিক্রয়', 'তাত্ত্বিক', 'বিক্রি']"
রিম,2,"['পরিমাণ', 'জরিমানা']"
সিভ,1,['রিসিভ']
ডিন,1,['ডিন']
চিব,1,['চিবোতে']
মিও,1,['আমিও']
বিশ,8,"['বিশ্ববাসীর', 'ছাব্বিশশে', 'বিশ্বাসই']"
ভিং,1,['ড্রাইভিং']
কিত,3,"['সচকিত', 'ডাকাডাকিতে', 'শঙ্কিত']"
সিঁ,2,"['সিঁথিতে', 'সিঁদূর']"
শিক্ষ,5,"['শিক্ষা', 'শিক্ষাগুরু', 'শিক্ষার']"
লিং,3,"['হিলিং', 'স্ক্রলিং', 'বোলিং']"
ছিন,1,['ছিনিয়ে']
শিট,4,"['কর্কশিট', 'কর্কশিটের', 'স্প্রেডশিটে']"
সিদ্ধ,2,"['সিদ্ধান্ত', 'সিদ্ধান্তের']"
মিত,1,"['সহমর্মিতা', 'জমিতে', 'স্বর্ণনির্মিত']"
