n_gram,freq
য়ুন,1
হুল,1
ধুর,2
হুব,1
সু্,1
দুর্য,2
সুব,3
মুর,1
শুই,1
ডুব,1
নুক,1
জুগ,1
সুপ,2
দুম,1
শুক্র,1
ঘুষ,1
বুন,1
নুয,1
মুদ,1
ছুর,1
লুপ,1
ফুট,2
সুই,2
ভুড়,1
মুন,2
ফুর,1
দুর,1
হুক,1
চুর,1
ষুধ,1
বুদ,1
শুট,1
সুগ,1
তুব,1
ঠুন,1
পুষ্ট,2
তুক,1
তুর,1
রুট,3
দুর্ব,2
গুড়,1
ড়ুম,1
দুষ্ক,1
যুক্ত,3
লুব্ধ,1
সুস্ম,1
কুস,1
সুস্ব,1
পুষ্প,1
পুড়,1
রুগ্ণ,1
মুচ্ছ্র,1
কুজ্ঝ,1
কুয়,1
কুট্ম,1
লুণ্ঠ্য,1
পুণ্ড্র,1
ঢুণ্ঢ,2
রুক,1
রুপ,1
গুত,1
শুষ্ক,1
দুর্ল,1
গুল্ম,1
কুষ্ম,1
যুদ্ধ,2
রুদ্ধ,2
সুত,1
ধুন,1
টুন,1
দুর্গ,1
যুগ্ম,1
পুণ্য,1
মুম,1
সুক,1
নুচ্চ,1
সুক্য,1
ভুক্ত,1
রুক্ম,1
দুর্জ্ঞ,1
নুপ,1
রূপ,9
দূর,6
সূর্য,2
শূন্য,1
মূর্ত,1
হূর্ত,3
পূর্ণ,1
পূর্ব,7
পূর,1
ভূম,1
কূপ,1
ঘূর্ণ,1
মূল,2
ভূত,3
দূর্গ,2
পূজ,1
ভূষ,1
মূখ,2
কূল,6
সূচ,1
দূর্ভ,1
চূড়,1
মূল্য,3
সূক্ষ্ম,3
মূর্ছ,1
মূর্খ,1
পূণ্য,1
ধূস,1
পূর্ব্য,1
বৃষ্ট,5
পৃথ,2
দৃষ্ট,2
মৃত্য,2
কৃত,7
হৃত,1
পৃষ্ঠ,1
বৃথ,1
সৃষ্ট,3
দৃঢ়,1
বৃক্ষ,1
তৃত,1
েৃৃ,1
ৃৃগ,1
তৃপ,1
গৃহ,2
কৃষ্ঠ,1
তৃর,1
শৃঙ্খ,1
মৃত,1
দৃশ্য,2
বৃদ্ধ,2
তৃপ্ত,1
কৃষ,1
তৃত্ব,1
কৃষ্ণ,1
কৃষ্ট,1
পৃথ্ব,1
গৃধ্ন,1
মৃদ্ধ,1
তৃষ্ব,1
থেক,2
দের,54
গেল,6
নেই,8
নেক,6
যেন,1
য়েছ,34
বের,8
গেছ,6
শেষ,10
দেখ,38
সেই,4
কেউ,3
জের,7
শের,7
বেশ,9
যেত,3
য়েক,5
বেন,21
দেও,3
নের,50
কেন,4
কেল,3
মেন,2
লেন,26
ভেব,5
ষের,4
দেশ,11
রের,36
ভেঙ,1
রেছ,9
য়ের,19
চেষ্ট,2
কেব,3
পেয়,8
মেল,1
ছেড়,1
কেই,7
চেয়,8
খেয়,2
রেন,3
সেট,2
ছেল,11
ফের,2
রেই,9
রেজ,2
বেঁ,2
তেই,18
খেত,1
ছের,2
পেল,3
জেক,1
তেম,2
মেয়,6
সেগ,2
কেট,9
কেম,1
ছেন,21
দেন,1
নেয়,1
জেদ,1
ফেস,2
গেই,2
রেখ,4
লেট,2
লেখ,11
ড়ের,8
বেগ,3
যেম,1
দেয়,3
খেল,12
ডেক,1
ধের,2
সেখ,2
খের,4
শেই,1
লেই,9
জেল,5
লেদ,2
ভেস,1
নেও,5
ফেল,8
ঙের,1
নেম,2
সেছ,6
কেজ,1
পেত,3
পেক্ষ,2
নেন,5
যেই,1
নেত,3
রেক,3
লেছ,11
তেল,3
লেও,6
নেব,2
গেও,1
খেছ,6
খেট,1
সেদ,3
সেব,1
যেখ,1
সের,20
ঢেউ,3
ড়েছ,3
শেপ,2
তের,10
লের,23
বেল,8
সেঁ,1
য়েদ,2
ভেঙ্গ,1
দেব,6
টেন,2
বেই,4
মের,7
চেন,3
টের,6
যেস,1
সেক,2
কেন্ড,2
বেড়,7
কের,9
খেন,5
য়েই,7
মেঘ,4
মেজ,1
জেট,3
ষেধ,2
দেই,1
বেধ,1
ঘের,1
ণের,8
টেক,1
ঠেক,1
নেছ,3
যেট,1
চেপ,1
খেই,2
সেন,2
সেজ,3
মেন্ট,1
রেল,1
সেঞ্জ,2
পেন,2
ভেচ্ছ,2
ফেব্র,2
ডেট,1
কেড়,1
লেব,4
শেখ,5
বেছ,2
গের,7
ঠের,2
যেহ,1
হেত,1
য়েন্ট,2
চের,1
ঠেল,2
য়েশ,3
বেচ,4
ঠেছ,1
কেষ্ট,1
কেঁ,2
দেছ,1
দেড়,1
তেও,6
বেস,1
চেহ,1
ভেং,1
গেজ,1
বেক,1
ঢেক,2
রেট,1
হেঁ,1
নেত্র,2
কেও,4
চেঞ্জ,1
রেগ,1
ডেন্ট,2
তেন,2
য়েস্ত,1
সেস,1
বেহ,1
সেল,4
মেশ,2
পের,8
ঙেন,1
জেন,2
থেম,1
ড়েই,2
খেপ,1
ড়েন,3
মেড,1
নেৃ,1
গেস্ট,1
ঝেই,1
ছেই,2
সেক্র,1
রেও,2
নেজ,1
চেক,1
ডেউ,1
ভেজ,1
কেন্দ্র,1
কেশ,1
সেম্ব,1
যেক,2
হেস,2
টেস্ট,1
য়েট,1
পেই,1
শেব,1
সেও,1
ভেল,1
মেই,5
যেগ,1
ছেও,1
য়েত,1
যেও,1
মেহ,2
নেড়,1
কেদ,1
বেয়,2
হেব,1
পেন্ড,2
মেক,1
টেল,3
বেত,2
বেড,1
মেও,1
পেট,2
চেত,1
ঝেছ,2
লে৷,1
সেক্ষ,1
পেশ,1
ছেচ,1
য়েও,3
ষেই,1
জেগ,1
চেও,1
টেই,1
বেজ,1
রেড,1
পেপ,1
মেট,1
ডের,1
ভেত,1
লেগ,1
ঘেঁ,1
হেদ,1
লেক্ট্র,2
য়েগ,1
হেন,1
বেট,1
লেজ,1
গেট,1
কেক,1
মেম্ব্র,1
ডেই,1
সেন্ট,1
বেদ,1
হেম,1
টেক্ক,1
ছেয়,1
লেন্ট,1
মেঢ্র,1
তৈর,1
নৈত,1
বৈশ,1
ধৈর্য,1
ধৈর্য্য,1
দৈন,1
সৈক,1
কৈশ,1
বৈষ্ণ,1
নৈর্ব্য,1
নৈক,1
দৈর্ঘ্য,2
বৈচ,1
নৈশ,1
বৈর,1
বৈধ,1
হৈচ,1
নৈল,1
নৈষ্ক,1
কোন,9
ছোট,2
তোম,5
কোথ,3
ফোন,4
চোখ,3
হোন,1
বোঝ,5
খোল,3
দোয়,2
লোভ,2
বোন,4
কোট,1
যোগ,6
হোক,3
রোন,3
খোঁ,3
রোগ,4
ঘোর,3
রোধ,2
বোধ,2
শোন,7
নোর,6
শোর,4
পোর্ট,4
লোক,9
তোর,2
নোভ,3
লোব,4
ঠোর,2
চোর,2
নোই,1
লোন,1
পোস্ট,1
লোর,3
বোত,2
মোট,3
ভোর,3
যোগ্য,2
রোজ,1
ফোঁ,1
য়োজ,4
ঠোন,1
গোঁ,1
তোল,3
সোন,2
দোস্ত,1
লোই,2
মোব,5
কোর্ট,1
য়োগ,2
মোড়,3
মোহ,2
লোট,2
পোষ,2
ছোট্ট,1
কোম,3
তোভ,1
দোক,2
নোক,2
নোদ,1
ভোজ,1
সোজ,1
রোদ,2
দোষ,3
হোস,1
রোই,2
ঘোষ,1
লোও,2
শোধ,1
খোর,1
জোত,1
গোছ,1
হোত,1
ষোল,2
রোয়,2
মোর,1
লোচ্ছ্ব,2
জোট,1
ভোল,2
দোড়,1
কোর,3
ফোট,2
লোয়,4
খোম,1
সোম,1
হোদ,1
ভোগ,3
তোয়,1
কোল,2
গোত,2
তোই,1
নোট,1
ঠোঁ,1
রোট,1
মোক,1
ডোর,2
নোয়,2
ছোব,1
জোড়,1
কোত্ত,1
রোপ,2
কোম্প,1
কোঠ,1
ঢোক,1
লোল,1
বোট,1
জোর,1
লোত,1
গোল,5
গোস,2
ছোড়,1
বোল,2
লোচ,1
ধোন,1
রোম,1
ড়োল,1
ড়োত,1
কোভ,1
যোজ,1
তোদ,1
হোট,1
যোদ্ধ,2
লোহ,1
দোট,1
বোম,1
লোপ,1
তোক,1
কোপ,1
বোর্ড,1
গোল্ড,1
কোষ,1
লোচ্য,1
নোব,1
নোস্ক,1
মোচ,1
শোও,1
ধোও,1
য়োল,1
পোব,1
কোর্ফ,1
পৌঁ,5
নৌক,5
সৌন্দ,2
বৌম,3
গৌর,1
দৌড়,2
মৌল,3
চৌক,1
বৌয়,1
বৌক,1
সৌভ,1
সৌর,1
রৌপ্য,1
সৌদ,1
চৌধ,1
দৌর,1
সৌক্ষ্ম্য,1
ব্দের,1
দ্রের,1
প্রতি,18
ট্রেন,3
প্রথম,5
চ্ছিল,7
প্রিয়,3
ধ্যেই,1
জ্ঞান,8
ত্রাণ,1
স্যার,4
দ্রুত,1
ক্লাস,3
গ্রাম,7
ষ্টিত,2
স্তার,2
ত্যাদ,1
জ্ঞেস,1
স্টেশ,4
স্টার,3
ক্ষেপ,3
প্রাণ,5
দ্মার,1
ব্যবহ,2
ক্ষেত,4
প্রাচ,1
শ্বাস্য,1
র্মিত,2
ষ্পাপ,1
ন্ত্বনা,1
প্রের,2
শ্বাস,7
ম্ভবত,1
প্রশ্নে,1
শ্নের,1
শ্রাম,1
র্দেশ,3
স্তায়,1
ব্যথা,3
ক্ষিণ,1
ড্রাই,2
ম্মান,1
গ্রহণ,2
প্রায়,2
প্রথা,1
স্ট্যাট,1
ক্ষ্যাত,1
ব্যক্তি,3
ক্তিগ,1
স্থিত,4
ঞ্চাশ,2
শ্চয়ত,2
ণ্টার,1
স্পটে,1
ধ্যমে,1
চ্চার,3
ফ্রেশ,1
ন্দর্যে,1
র্যের,2
র্ভাব,2
ব্যাল,2
ন্ধ্যায়,1
ভ্যাস,2
শ্চিন্ত,3
প্রচল,1
গ্যবত,1
ত্মীয়,1
ম্মুর,1
প্রবে,2
স্মরণ,1
ন্ডের,3
প্রবা,2
ন্দায়,1
স্বাদ,1
ক্তকে,1
শ্বিন,1
ভ্রতা,2
ষ্টির,2
ন্যের,1
প্তাহ,1
ন্দের,1
ন্বেষ,1
র্থনৈ,1
প্রশা,7
ন্যায়,2
ব্যবস,1
র্তিম,1
স্থান,5
ক্ষণস্থ,1
স্থায়,2
র্বাচ,1
প্রহস,1
স্ক্রিন,1
ক্যান্ট,2
ন্টিন,2
র্ণনা,1
ন্ধুর,2
স্নেহ,3
ব্যাখ্য,1
র্দিষ্ট,1
এ্য,2
র্তীত,1
ন্তায়,2
ব্যাপ,3
প্রমা,1
দ্দেশ্য,1
ক্ষিত,2
স্ক্রলি,1
ম্যাস,4
ঞ্জার,2
চ্ছাব,1
ব্রুয়,2
ট্রেন্ড,2
গ্যতা,1
স্কুল,3
র্যকর,1
প্রয়ো,4
ক্রসে,1
র্কশি,2
ট্রলা,3
শ্রদ্ধা,1
র্জনে,2
ছ্যাৎ,1
দ্ধান্ত,2
ক্তির,2
প্রকৃ,4
শ্বশু,2
স্বাম,2
ক্ষার,2
প্রস্তু,1
স্তুত,1
ন্টার,1
ন্যদে,1
ত্তেজ,1
র্দান্ত,2
জ্ঞতা,3
ম্যাচ,4
ন্তান,1
স্কোর,1
ক্ষুদ্র,3
ঘ্রাণ,1
প্রাত,1
ক্তিব,1
র্ধনী,1
ষ্ঠান,6
স্থাপ,3
ন্তরি,3
র্নাম,1
ণ্ডাম,1
ক্তার,1
র্টিফ,1
ম্পিউ,1
ন্দিত,1
র্ৎ,1
ম্লান,2
ক্কেল,1
ঘ্রাত,1
ন্দুধ,1
ণ্নবত,1
স্ত্রীক,3
ক্ষত্রে,1
ত্রের,1
ত্রিশ,2
স্বাস্থ্য,2
ত্বপূ,1
ক্যমত,1
ন্যাস,1
ণ্ঠের,1
জ্ঞাত,2
ম্বিত,2
র্বদি,1
ক্লান্ত,3
ক্সার,1
ন্দিদ,2
ঙ্গেই,1
র্ঘটন,1
ঙ্কায়,1
প্রশ্রয়,2
শ্রয়ে,3
স্বাধ,1
শ্চিত,2
ষ্টিক,3
র্তার,1
ন্তিত,2
ল্লাহ,2
ক্যাড,1
ব্বুক,1
স্টের,1
ন্যান,1
দ্রাত,1
ক্তবি,1
ন্দুর,2
ব্লাড,1
প্রেশ,1
অ্য,3
চ্ছেন,1
ক্তদে,1
ন্যরা,1
ম্পর্কে,1
স্যাঁ,2
ষ্টিও,1
প্রান্ত,4
ন্তরে,3
ল্গুন,1
ক্ষিপ্ত,1
ম্পরা,1
ণ্টাখ,1
ষ্টিপ,1
র্বের,2
ন্যকে,1
র্মীদ,1
ন্নয়ন,2
ব্যয়ে,1
প্রকা,5
স্বভা,2
শ্ববা,2
ন্দাত,1
ক্সিড,1
ক্তাগ,1
ণ্ডাও,1
প্রশ্নো,1
শ্নোত্ত,1
ক্ষাগ,1
দ্নিষ,1
ন্ধুক,1
প্রস্তা,2
স্তাব,2
ন্দিন,1
ম্যান,2
প্রোট,2
র্থের,2
ন্ত্রণা,2
ঞ্চলে,2
ন্ধকা,1
র্গিস,1
ম্ফান,1
প্রত্যে,3
ত্যেক,3
ঙ্গের,3
ক্ষতি,2
র্ণিঝ,1
চ্ছ্বাস,2
প্লাব,1
স্যকর,1
স্বার্থ,2
র্মাণ,2
র্থেই,1
প্রকল্প,2
ল্পের,2
স্তাও,1
ন্যায্য,1
স্থভা,1
র্ঘস্থা,1
জ্বলজ্ব,1
ঞ্জাব,2
দ্বিত,1
ক্ষাৎ,2
ম্বার,1
স্বরে,2
র্টের,2
র্ডার,2
দ্রতা,1
শ্রমে,1
চ্ছিস,1
স্বয়ং,1
জ্যাম,1
ঙ্গাস,1
র্সোন,1
ক্রেট,1
স্তম্ভি,1
ম্ভিত,1
স্পেশ,1
স্তাঘ,1
ক্যান্স,1
ন্সেল,1
স্টুড,1
ন্টদে,1
ব্যাথ,2
ল্লিশ,2
স্বর্গী,1
র্গীয়,2
র্তের,1
ক্তিশ,1
দ্মাক,1
র্ণতা,1
র্বতী,1
ক্ষের,2
র্পণে,1
স্নান,1
র্বপু,1
ত্মার,1
ন্তির,1
স্বীক,3
ক্ষেত্র,2
ঞ্চিত,2
ন্ত্রিক,1
র্থকে,1
ন্দ্রিক,1
স্টার্স,1
ক্সেশ,1
ন্তেই,1
দ্রুপ,1
স্টোর,1
স্কেল,1
র্গার,1
ব্বিশ,1
দ্ধভা,1
দ্দীন,1
প্রমূ,1
স্টাগ্র,1
দ্বিধ,2
ক্ষপা,1
ন্ধুদ,1
প্রোফ,1
ক্তিত্ব,1
স্টুপ,1
শ্বকা,2
ফ্ল্যাট,1
ু্য,1
ঙ্কিত,2
র্নেড,1
র্যোগ,2
খ্যাত,1
ত্রিক,2
ক্ষভা,1
র্দশা,3
প্রসা,2
দ্যোগ,1
র্বাস,1
ল্পেই,1
প্রবল,1
ক্ষুধ,1
ব্দটি,2
প্যার,1
দ্রেই,1
ত্তরে,1
স্তবত,1
ষ্পেষ,1
ন্ধের,1
জ্যাক,2
ক্রয়ক্ষ,1
ক্ষমত,1
চ্চাদ,1
ব্বির,1
চ্চাট,2
র্বাভ,1
ন্যদি,1
ক্ষতা,1
ব্রতা,1
প্রচণ্ড,2
ণ্ডতা,1
ম্বলগ,1
ক্ষণে,1
র্শমত,1
দ্রকে,1
ত্যুর,1
দ্ধার,3
র্ধনা,1
গ্রীম,1
ন্যবা,1
র্মীয়,1
ত্রাঙ্ক,1
ত্রুট,1
র্বোচ্চ,1
শ্ববি,1
দ্যাল,1
স্নাত,1
ক্রবা,1
ম্যাজ,1
স্ট্রেট,1
চ্ছার,1
ব্যতী,1
ন্ধুত্ব,1
ঙ্খলা,1
চ্চশি,1
র্বপা,1
শ্চিম,1
ম্মতি,1
র্যাদ,1
ব্যাং,1
ত্রীর,2
স্যজন,1
ধ্বনি,2
ক্রিক,2
ন্ডাম,2
ঞ্জিন,1
ম্পান,1
র্মেস,1
ক্রেত,3
স্বল্পত,1
ল্পতা,1
র্তমা,1
র্ভিক্ষ,1
ফ্যাক,1
ষ্টাত,1
দ্ভুৎ,1
স্বাভ,1
ল্পনা,1
স্ত্রীর,1
ক্তাক্ত,1
স্থিচ,1
র্মসা,1
ম্বিগ,1
র্গেট,1
ম্বিৎ,1
দ্ধির,1
ন্তের,2
গ্রহে,2
ত্যাগ,1
শ্রেণ,2
শ্রমি,2
প্রশং,2
ঞ্চমু,1
ক্ষাট,1
র্টাল,1
স্যাগ,1
ব্যাট,1
ব্যাক্ত,1
গ্যের,1
স্বস্তি,2
স্তির,1
জ্বাল,2
ম্যান্স,2
ন্সের,1
র্ধার,1
ন্যূন,1
ম্পতি,1
ক্সপ্রে,1
প্রেস,1
ব্র্যান্ড,1
ঞ্চকর,1
ল্পগু,2
হ্যাল,1
র্টার,1
প্রত্যক্ষ,1
ত্যক্ষদ,1
ক্ষদর্শ,1
র্শীস,1
ত্রিত,1
ব্যাক,3
স্তিত,1
ক্লাব,2
র্তনে,1
শ্চয়ই,1
প্রাপ,1
ন্যভা,1
দ্ভুত,1
ব্যাগ,1
ক্ষমা,1
গ্লান,2
শ্লীল,1
ট্রাফ,1
স্টবি,1
ড্রাম,1
স্লোগ,1
স্ট্রাই,1
ক্তিয,1
জ্ঞাপ,1
স্প্রিং,1
স্প্রেড,1
ত্যগু,1
ক্সায়,1
ত্রায়,1
চ্ছাম,1
ন্দরভ,1
জ্বলে,1
চ্ছন্নত,1
ন্নতা,1
খ্যেত,1
ন্ন্যাস,1
গ্নাং,1
ত্রীদ,1
ক্রিয়,2
ন্ধান,1
স্মৃত,4
ণ্যগু,1
হ্বান,1
ন্ট্রোল,1
ষ্ক্রিয়,1
ক্সপা,1
ক্রাক,1
ণ্ডগো,1
ট্টগো,1
দ্বান,2
ল্লেখ,1
ক্যগঠ,1
ক্ষ্মভা,1
ব্যস্তত,1
স্ততা,1
ল্যবা,1
র্বলক,1
ঞ্চনা,1
দ্ব্যবহ,1
জ্রপা,1
র্নিশ,1
র্ষাত,1
হ্লাদ,2
ণ্ঠনট,1
ল্লাস,1
ক্ষরট,1
প্রলম্ব,1
ম্নমু,1
র্ধ্বমু,1
থ্যাত,1
গ্ধতা,1
দ্ভূত,1
গ্মিত,1
ক্পটু,1
গ্যাঁ,1
ত্মগ্লা,1
ঘ্নতা,1
স্তুক,1
স্ত্রমত,1
স্বরূ,1
দ্যমা,1
ত্যের,1
জ্জীব,1
ঞ্চার,1
ট্রেক,1
প্রজ্জ্বল,1
জ্জ্বলি,1
ধ্যপদ,1
র্মধা,1
ত্নগর্ভ,1
স্বপ্না,1
প্নাদ,1
প্রভা,1
চ্ছন্নে,1
প্যায়,1
জ্জ্বলত,2
ল্টান,1
ভ্রাত,1
ত্বকে,1
শ্লেষ,1
ষ্ণকর্ম,1
ষ্কলঙ্ক,1
ক্তিক,2
স্পরব,1
স্মিত,1
প্রসন্ন,1
ভ্যার,1
ন্টের,1
প্রকো,1
স্বর্গর,1
র্গরা,1
ন্দ্রের,1
স্ত্রের,2
ষ্যার,1
ক্ষোভ,1
ন্দুস,1
স্কার,1
র্যাপ্ত,1
ভ্যাক,1
র্ডের,1
দ্ভাব,1
স্ট্যাম্প,1
ব্যের,1
ব্রান্ড,1
ভ্রমণ,1
ট্রনে,1
ন্বয়ে,1
ক্ষ্মতম,1
ক্বতা,1
খ্রিস্ট,1
স্টান,1
ম্প্রদা,2
ন্ডিত,1
গ্ন্যুদ্গ,2
দ্গার,2
গ্নেয়,2
গ্বেদ,1
ন্দুদ,1
র্মগ্রন্থ,1
ঘ্যাচ,1
ঙ্ক্তেয়,1
ব্যঙ্গ্যো,1
ঙ্গ্যোক্ত,1
ঙ্ঘনী,1
চ্ছ্রিত,1
স্ফীত,1
দ্ধিপ্র,1
প্রাপ্ত,1
চ্যুত,1
জ্ঝটি,1
ন্ততঃ,1
ঞ্ছনী,1
ত্ত্বিক,1
ড্যাব,2
ঢ্যাঁ,1
ন্ত্রনে,1
ণ্ঠ্যমা,1
ন্তঃপ,1
ণ্ঢনে,1
স্বর্ণন,1
র্ণনি,1
ত্থান,1
ত্র্যহস্প,1
থ্বীর,1
গ্লাস,1
র্কলি,1
দ্ঘাট,1
দ্দ্বার,1
দ্ভ্রান্ত,1
র্থগৃ,1
গ্রাস,1
ধ্মান,1
ধ্রুব,1
ন্ড্রেড,1
গ্রসর,1
ন্থ্রাক্স,1
স্বাত,1
দ্বন্দ্বে,1
ন্দ্বের,1
প্র্যাক,1
ফ্লেভ,1
ম্ব্রেন,1
স্তিষ্ক,1
ষ্কের,1
র্কের,1
দ্বার,2
র্ত্যের,1
র্ব্যক্তি,1
র্ছনা,1
ষ্কার,1
র্মীক,1
স্কার্ফ,1
ন্তর্দ্বা,1
র্দ্বার,1
র্দ্রতা,1
ক্ষিন,1
র্শ্বিক,1
ট্যধ্বন,1
ন্তর্হি,1
র্হিত,1
শ্মীর,1
প্রগল্ভ,2
ল্ভতা,1
গ্রীষ্ম,2
ষ্মকা,1
শ্মশা,1
ষ্মাণ্ড,1
ষ্প্রয়ো,1
ক্ষায়,1
প্লীহ,1
স্প্লিন,1
স্ফাল,1
হ্ণের,1
ব্রাহ্ম,1
হ্রদে,1
গ্বিজ,1
ঙ্ক্ষণী,1
শ্বকো,1
স্কাম,1
ট্যাক্স,1
ত্রীব,1
ণ্মাস,1
শ্রাদ্ধ,1
শ্ছেদ,1
ম্লপি,1
ত্তের,1
ত্রটি,1
ল্যতা,1
র্তৃক,1
ত্তমর্ণ,1
র্ণের,1
ম্বন্ধী,1
ন্ধীয়,1
ব্দীর,1
ত্মতা,1
ন্তিক,1
ক্রবর্ত,1
ক্যমত্য,1
চ্ছিক,1
ম্বন্ধে,1
ন্তঃস্থ,1
স্থলক,1
স্বতঃ,1
স্ফূর্ত,1
ত্মদা,1
র্শের,1
ঙ্গকে,1
ষ্যের,1
ঙ্গলে,1
প্রচ্ছন্ন,1
ল্যকা,1
শ্যতা,1
ন্দার,1
ষ্টমত,1
ষ্টমব,1
শ্বচ্যম্প,1
চ্যম্পি,1
ম্পিয়,1
ক্রান্ত,1
শ্বরচ,1
দ্যাস,1
ন্দ্রনা,1
ঙ্গীর,1
প্রাস,1
ষ্ঠার,1
ক্ষয়ে,1
ম্ভাব,1
র্বাঙ্গ,1
ন্দোল,1
ন্মিয়,1
ন্ত্রণে,1
প্রোত,1
ক্ক্রিয়,1
ক্ষণি,1
ন্মগৃ,1
ব্যগত,1
প্রবণ,1
ক্মিণ,1
ক্ষ্বাক,1
ক্ষ্মতা,1
ঞ্ঝনা,1
ন্যুব্জ,1
র্জ্ঞেয়,1
জ্ঞবল্ক্য,1
ল্বিষ,1
ষ্বসা,1
স্ফোট,1
ঙ্মুখ,1
র্মণ্বত,1
ণ্বতী,1
িৎক,2
্ৎস,1
তৎপ,1
সৎস,1
মৎক,1
াৎক,2
ভৎস,2
উৎপ,2
উৎস,2
উৎক,1
উৎখ,1
াৎল,1
ঔৎক,1
ঔৎস,1
াড়ি,14
পড়ে,6
ঁড়ি,5
ুড়ি,8
েড়ে,4
াড়া,17
পড়ল,4
পড়া,8
ঝড়ে,4
পড়ত,4
াড়ে,12
চড়ে,1
লড়া,2
াড়ু,1
ছড়ি,3
মড়ে,1
পড়ি,1
ছড়া,2
ঘড়ি,4
ুড়ে,3
বড়ে,1
ৌড়ে,1
জড়ি,1
পড়ু,1
আড়ম,1
োড়া,3
েড়ি,1
উড়ত,1
কড়ে,1
েড়া,4
ঁড়া,6
পড়ছ,3
ংড়ি,1
চড়া,2
ওড়া,3
োড়গ,1
গড়া,1
নড়ে,2
াড়ব,1
জড়া,1
ৌড়া,1
ুড়ো,2
াড়ণ,1
উড়ে,1
াড়ত,4
দড়ি,1
াড়ল,1
কড়া,1
মড়া,2
োড়ব,1
ূড়া,1
তড়ি,1
েড়ো,1
বড়ো,1
গড়ে,1
লড়ে,1
ুড়ু,1
এড়া,1
উড়ি,1
াড়ছ,1
ঁড়শ,1
হয়ে,7
িয়ে,69
ওয়া,26
কয়ে,5
হয়ত,1
েয়ে,20
ইয়া,2
ায়ি,5
রয়ে,3
হয়ন,1
েয়া,8
ায়গ,2
োয়া,8
ায়ে,8
ভয়ে,1
ুয়ে,3
লয়া,3
উয়ে,2
িয়া,10
ষয়ে,1
ায়া,3
ায়ী,5
ায়ই,1
ময়ে,3
বয়ে,2
ময়ও,1
িয়ম,3
ুয়া,3
ায়ন,4
ভয়া,2
বয়স,4
পয়ে,1
ইয়ে,6
নয়ত,2
আয়ো,1
কয়ট,1
ভয়ও,1
ষয়ট,1
ভয়ং,1
কয়দ,2
ভয়ঙ্ক,1
েয়ি,1
ময়ম,1
আয়ে,1
নয়ট,1
ময়ন,1
ায়ক,3
ঁয়ে,2
ঁয়ত্র,1
ষয়ই,1
বয়া,1
ায়ু,2
িয়ত,1
লয়ে,1
ৌয়ে,1
ঁয়া,2
ায়ও,1
ময়ট,2
ংয়ে,2
বয়ব,1
হয়ো,1
ায়ভ,1
বয়ল,1
শয়ন,1
িয়ন্ত্র,2
িয়ো,1
ছয়ট,1
আয়ন,1
িয়ন,1
ায়ো,1
